Timestamp,Humidity
2023-11-16 14:30:02.221019,13.523679625576648
2023-11-16 14:30:32.255043,14.438308746098059
2023-11-16 14:31:02.267425,26.145458635133707
2023-11-16 14:31:32.311429,29.716113820217156
2023-11-16 14:32:02.351108,31.995905382361112
2023-11-16 14:32:32.391057,21.743461267418326
2023-11-16 14:33:02.399076,27.680356346560153
2023-11-16 14:33:32.411102,12.477111383454533
2023-11-16 14:34:02.435078,27.131673613098634
2023-11-16 14:34:32.471109,18.037500069665512
2023-11-16 14:35:02.507734,16.97081586201584
2023-11-16 14:35:32.544597,38.407104605583626
2023-11-16 14:36:02.582306,25.207381662776967
2023-11-16 14:36:32.619330,25.193339955705476
2023-11-16 14:37:02.655058,16.508619200163835
2023-11-16 14:37:32.690195,25.999660644492216
2023-11-16 14:38:02.723038,35.561324219225206
2023-11-16 14:38:32.747099,33.309154417262235
2023-11-16 14:39:02.783029,20.290340626247435
2023-11-16 14:39:32.823048,12.630625830009093
2023-11-16 14:40:02.863156,36.498457372945545
2023-11-16 14:40:32.899156,34.1487746963776
2023-11-16 14:41:02.911190,12.185972012343816
2023-11-16 14:41:32.919049,15.20662378902379
2023-11-16 14:42:02.951048,32.90372151739277
2023-11-16 14:42:32.983060,22.65452151820847
2023-11-16 14:43:03.019036,19.40569574422412
2023-11-16 14:43:33.055037,20.6335962295478
2023-11-16 14:44:03.087068,32.414033030287996
2023-11-16 14:44:33.119177,38.81477014052804
